NUM,PINYIN,EXPECTED (GROUND TRUTH),QWERTY_model-016-23447,NINE_model-014-21074,SWIFTKEY_QWERTY,SWIFTKEY_NINE,FULL_SCORE,QWERTY_model-016-23447 SCORE,NINE_model-014-21074 SCORE,SWIFTKEY_QWERTY SCORE,SWIFTKEY_NINE SCORE
495,zuiwanshenmeshihouyaojueding？,最晚什么时候要决定？,最晚什么时候要决定？,最早什么时候要具定？,最玩什么时候要决定？,最早什么时候要决定？,10,10,8,9,9
496,ninwanfanshenmeshihouchi？,您晚饭什么时候吃？,您晚翻什么时候吃？,您早到什么时候吃？,您晚饭什么时候吃？,您晚饭什么时候吃？,9,8,7,9,9
497,jinzhezhugenxiaopengyoumenxiangchudehaoma？,金哲洙跟小朋友们相处得好吗？,进者朱跟小朋友们相处的好吗？,金协朱跟着朋友们相处得好吗？,近遮住跟小朋友们相处的号码？,近协助跟小朋友们相处的号码？,14,10,11,8,8
498,woyoudianzixuedeshuoshixuewei。,我有电子学的硕士学位。,我有点自学的硕士学位。,我有点自悦的硕士学位。,我有点自学的硕士学位。,我有点一学得说是学位。,11,9,8,9,6
499,youjingyanfengfudelaoshima？,有经验丰富的老师吗？,有经验丰富的老师吗？,有经验丰富的老师吗？,有经验丰富的老师吗？,有经验丰富的老师吗？,10,10,10,10,10
500,qingbazhegeshifanyixia。,请把这个示范一下。,请把这个示翻一下。,请把这个示范一下。,请把这个是翻译下。,请把这个世道一下。,9,8,9,6,7
501,ninxuyaoxiujianzhijiama？,您需要修剪指甲吗？,您需要修见直家吗？,您需要逐渐治家吗？,您需要修建之家吗？,您需要逐渐之间啊？,9,6,5,6,4
502,fabangrishishenmeshihou？,发榜日是什么时候？,法帮日是什么时候？,大藏其是什么时候？,发帮日式什么时候？,大帮其实什么时候？,9,7,6,7,5
503,xinhaoyou，danshimeirenjie。,信号有，但是没人接。,信号友，但是没人节。,一年有，但是没人接。,信号有，但是没人接。,一年有，但是没人接。,10,8,8,10,8
504,jinhouwohuiduojiazhuyi。,今后我会多加注意。,今后我会多家主意。,今后我会多家休息。,今后我会多加注意。,今后我会多加注意。,9,7,6,9,9
505,jintiandehuiyidaocijieshu。,今天的会议到此结束。,今天的回忆道此结束。,今天的回忆到此结束。,今天的回忆道此结束。,今天的回忆单词结束。,10,7,8,7,6
506,zherfujinyougongyongdianhuama？,这儿附近有公用电话吗？,这尔夫近有公用电话吗？,希尔都仅有公用电话吗？,这儿附近有公用电话吗？,这儿附近有公用电话吗？,11,9,7,11,11
507,xiatiankandongzuopianbijiaohao。,夏天看动作片比较好。,夏天看动作偏比较好。,夏天看动作前比较好。,夏天看动作篇比较好。,夏天看动作票比较好。,10,9,9,9,9
508,yaobuyaogeininxiumeimao？,要不要给您修眉毛？,要不要给您秀美毛？,要不要给民主没难？,要不要给您秀美毛？,要不要给民主眉毛？,9,7,5,7,7
509,qingnitiwodayishengdao。,请你替我答一声到。,请你替我答一声道。,请你替我打一声道。,请你替我大一升到。,请你替我打一生到。,9,8,7,7,7
510,qingbangwobazhegenongyixia。,请帮我把这个弄一下。,请帮我把这个浓一下。,请帮我把这个弄一下。,请帮我把这个弄一下。,请帮我把这个弄一下。,10,9,10,10,10
511,zhegepaiduihenyouyisi。,这个派对很有意思。,这个排队很有意思。,这个赛对很有意思。,这个排队很有意思。,这个排队很有意思。,9,7,8,7,7
512,weishenmewodexinyongkabeitingle？,为什么我的信用卡被停了？,为什么我的心用咖被听了？,为什么我的心用拉被停了？,为什么我的信用卡被停了？,为什么我的信用卡被听课？,12,9,10,12,10
513,duibuqi，wodacuodianhuale。,对不起，我打错电话了。,对不起，我打错电话了。,对不起，我发错电话了。,对不起，我打错电话了。,对不起，我打错电话了。,11,11,10,11,11
514,youheshiderengeiwojieshaoyixia。,有合适的人给我介绍一下。,有合适的人给我介绍一下。,有合适的人给我介绍一下。,有合适的人给我介绍一下。,有合适的人给我介绍一下。,12,12,12,12,12
515,qiziyinweishiguqushile。,妻子因为事故去世了。,妻子因为实故去世了。,妻子因为事故趋世了。,妻子因为事故去世了。,日子因为事故去世了。,10,9,9,10,9
516,name，qingbashufankai。,那么，请把书翻开。,那么，请把书翻开。,那么，请把球到来。,那么，请把书翻开。,那么，请把书到来。,9,9,6,9,7
517,naweishenmeshiwodecuo？,那为什么是我的错？,那为什么是我的错？,那为什么是我的错？,那为什么是我的错？,那为什么是我的错？,9,9,9,9,9
518,qingbawodehunlipaichengluxiang。,请把我的婚礼拍成录像。,请把我的婚力排城录像。,请把我的国力赛程录像。,请把我的婚礼拍成录像。,请把我的国际赛程局长。,11,8,7,11,5
519,xiangquerenyixiawodeyuding。,想确认一下我的预订。,想确认一下我的预订。,张确认一下我的预定。,想确认一下我的预定。,想确认一下我的预定。,10,10,8,9,9
520,hepojiarenjingchanglianxima？,和婆家人经常联系吗？,和婆家人经常联系吗？,和婆家人经常联系吗？,和婆家人经常联系吗？,个破家人经常联系吗？,10,10,10,10,8
521,wozhangfuyixiabanjiuhuijia。,我妻子一下班就回家。,我丈夫一下半就回家。,我想父一下班就回家。,我丈夫一下班就回家。,我想复习下班就回家。,10,7,8,8,7
522,qinggaosuwonajiangxuejindetiaojian。,请告诉我拿奖学金的条件。,请告诉我那奖学金的条件。,情告诉我妈两学金的条件。,请告诉我拿奖学金的条件。,请告诉我拿奖学金的条件。,12,11,9,12,12
523,gongsiyouyujingyingbushanerdaobile。,公司由于经营不善而倒闭了。,公司由于经营不善而倒闭了。,公司有于经营不少而单闭了。,公司由于经营不善而倒闭了。,公司由于经营不善而倒闭了。,13,13,10,13,13
524,yuchanqishishenmeshihou？,预产期是什么时候？,与产期是什么时候？,与边其是什么时候？,预产期是什么时候？,预产期是什么时候？,9,8,6,9,9
525,zouzhequxuyaoduochangshijian？,走着去需要多长时间？,走这区需要多长时间？,有些区需要多长时间？,走着去需要多长时间？,有些去需要多长时间？,10,8,7,10,8
526,zhejianshiniyihouyidinghuihouhuide。,这件事你以后一定会后悔的。,这件事你以后一定会后悔的。,这件事你以后一定会后悔的。,这件事你以后一定会后悔的。,这件事蜜汁女一定会后悔的。,13,13,13,13,10
527,xuyaoyingyukaoshifenshuma？,需要英语考试分数吗？,需要英语考试分数吗？,需要英语老试分数吗？,需要英语考试分数吗？,需要英语考试分数吗？,10,10,9,10,10
528,naweifuzebanliqianzheng？,哪位负责办理签证？,那位负责班理前证？,那卫负责暴理签证？,那位负责办理签证？,那位负责办理签证？,9,6,6,8,8
529,zhebudianyingxianzaizaihanguozuishouhuanying。,这部电影现在在韩国最受欢迎。,这部电影现在在韩国最受欢迎。,这部电影现在在韩国最受欢迎。,这部电影现在在韩国最受欢迎。,这部电影现在在韩国最受欢迎。,14,14,14,14,14
530,yaobuyaozaigeininyibei？,要不要再给您一杯？,要不要再给您一倍？,要不要再给民一杯？,要不要再给您已被？,要不要再给您西北？,9,8,8,7,7
531,zaocanshenmeshihounengchi？,早餐什么时候能吃？,早餐什么时候能吃？,早报什么时候能吃？,早餐什么时候能吃？,早餐什么时候能吃？,9,9,8,9,9
532,shia，woyeshiyixiangqilaijiuxintong。,是啊，我也是一想起来就心痛。,是啊，我也是一想起来就心痛。,是啊，我也是一想起来就心痛。,是啊，我也是一项起来就心痛。,是啊，我也是一张起来就心痛。,14,14,14,13,13
533,duibuqi，mashanggeininchongxinzuo。,对不起，马上给您重新做。,对不起，马上给您充心做。,对不起，马上给你冲信做。,对不起，马上给您重新做。,对不起，马上给您重新做。,12,10,9,12,12
534,zhecikaoshihuihennana。,这次考试会很难啊。,这次考试会很难啊。,这次老师会很妈妈。,这次考试会很难啊。,这次考试会跟妈妈。,9,9,5,9,6
535,ninxiabanhouyibanzuoshenme？,您下班后一般做什么？,您下班后一般做什么？,您下班后一般作什么？,您下班后一般做什么？,您下班后一般做什么？,10,10,9,10,10
536,qingbazhetiaokuzigaiyixia。,请把这条裤子改一下。,请把这条裤子改一下。,请把这条路子害一下。,请把这条裤子改一下。,请把协调裤子改一下。,10,10,8,10,8
537,woxiangliaojiezhesuodaxuedexinxi。,我想了解这所大学的信息。,我想料接者所大学的信息。,我想连接者所大学的信息。,我想了解这所大学的信息。,我想了解这所大学的信息。,12,9,9,12,12
538,dazhegedianhualianxijiuxingma？,打这个电话联系就行吗？,答这个电话联系就行吗？,答这个电话联易就行吗？,打这个电话联系就行吗？,打这个电话联系就行吗？,11,10,9,11,11
539,meiyou，xianzaigangkaishi。,没有，现在刚开始。,没有，现在刚开始。,没有，现在刚开始。,没有，现在刚开始。,没有，现在刚开始。,9,9,9,9,9
540,woxiangzuonabiannagezhuande。,我想坐那边那个转的。,我想做那边哪个赚的。,我想做那边码个转的。,我想做那边那个赚得。,我想做那边那个赚得。,10,7,8,7,7
541,gudingliluhefudonglilugeshiduoshao？,固定利率和浮动利率各是多少？,固定里路和副动力路格是多少？,固定利录个副动即率何是多少？,固定利禄和浮动里路个是多少？,固定利率和浮动利率合适多少？,14,8,9,10,12
542,qingzhuangaotaliyingjidaguodianhuale。,请转告他李英姬打过电话了。,青装搞他利应极大过电话了。,请转他理行接春电话了。,请转告他理应记大过电话了。,请转告他里行李法国电话了。,13,6,7,9,8
543,qinggeiwozhunbeiyigeertongzuoyi。,请给我准备一个儿童座椅。,请给我准备一个儿同作椅。,请给我准备一个儿童讯矣。,请给我准备一个儿童座椅。,请给我准备一个儿童座椅。,12,10,10,12,12
544,zaizhuanjizhanyaodengduochangshijian？,在转机站要等多长时间？,在专辑战要等多长时间？,在专利着要等多长时间？,在专辑站要等多长时间？,外传绩效要等多长时间？,11,8,8,9,7
545,nagehuaile，bunengyong。,那个坏了，不能用。,那个坏乐，不能用。,那个坏了，不能用。,那个坏了，不能用。,那个坏了，不能用。,9,8,9,9,9
546,woguomeiyoujiazhuangzhidu。,我国没有嫁妆制度。,我国没有嫁装制度。,我国没有价装制度。,我国没有假装制度。,我国内油价装置度。,9,8,7,7,4
547,zhengzaiweixiu，bunengshiyong。,正在维修，不能使用。,正在维修，不能适用。,正在为主，不能适用。,正在维修，不能使用。,正在为主，不能使用。,10,9,7,10,8
548,ninnengchouchuyidianshijianma？,您能抽出一点时间吗？,您能抽出一点时间吗？,您能抽出一点时件吗？,您能抽出一点时间吗？,您能抽出一点时间吗？,10,10,9,10,10
549,wojuedebuzuobijiaohao。,我觉得不做比较好。,我觉得不作比较好。,我觉得不做比较好。,我觉得不做比较好。,我觉得不做比较好。,9,8,9,9,9
550,womamashijiatingzhufu。,我妈妈是家庭主妇。,我妈妈是家庭主妇。,我妈妈是家庭主福。,我妈妈是家庭主妇。,我妈妈是家庭主妇。,9,9,8,9,9
551,qizhongkaoshiyongbaogaolaidaiti。,期中考试用报告来代替。,其中考试用抱告来代替。,其中老师拥八开发挥。,期中考试用报告来代替。,其中看试用报告来代替。,11,9,2,11,9
552,qingzaizhersuibiantingyixia。,请在这儿随便停一下。,请在这随便听一下。,请在意儿随便停一下。,请在这儿随便听一下。,请在这儿随便听一下。,10,8,9,9,9
553,ninxiangdingdanchengde，haishiwangfande？,您想订单程的，还是往返的？,您想订单成的，海事王返的？,您想给你单成的，该是养帆的？,您想订单承德，还是往返的？,您想订到承德，还是往返的？,13,9,7,11,10
554,wokanleguanggaohoudadedianhua。,我看了广告后打的电话。,我看了广告后打的电话。,我看了广告后打的电话。,我看了广告后大的电话。,我看了黄冈殴打的电话。,11,11,11,10,8
555,ruguoxuyaobangmang，nijiushuoba。,如果需要帮忙，你就说吧。,如果需要帮忙，你就说吧。,如果需要帮忙，你就说吧。,如果需要帮忙，你就说吧。,如果需要帮忙，你就说吧。,12,12,12,12,12
556,xiexieni，woxiangzijizou。,谢谢你，我想自己走。,谢谢你，我想自己走。,谢谢你，我想自己走。,谢谢你，我想自己走。,谢谢你，我想自己有。,10,10,10,10,9
557,yingyeshijiandaoshenmeshihou？,营业时间到什么时候？,营业时见到什么时候？,行业是见到什么时候？,应也是见到什么时候？,行也是简单什么时候？,10,9,7,6,5
558,qingkanqianbian，buyaodong。,请看前边，不要动。,请看前遍，不要懂。,请老千表，不要懂。,请看前边，不要动。,请看善变，不要动。,9,7,5,9,7
559,jisuiyishangdehaizikeyisong？,几岁以上的孩子可以送？,记随以上的孩子可以送？,李随以上的孩子可以容？,几岁以上的孩子可以送？,几岁以上的孩子可以送？,11,9,8,11,11
560,yaojiaodaozhegexingqiwu。,要交到这个星期五。,要交到这个星期五。,要见到这个星期语。,要交到这个星期五。,要简单这个星期五。,9,9,7,9,7
561,congjintianzaoshangkaishide。,从今天早上开始的。,从今天早上开始的。,从今天晚上开始的。,从今天早上开始的。,从今天晚上开始的。,9,9,8,9,8
562,meiyoushenmetebiedejihua。,没有什么特别的计划。,没有什么特别的计划。,没有什么特别的计划。,没有什么特别的计划。,没有什么特别的计划。,10,10,10,10,10
563,qingzaigeiwokankanbiedefangzi。,请再给我看看别的房子。,请再给我看看别的房子。,请在给我看看车的房子。,请再给我看看别的房子。,请再给我看看别的房子。,11,11,9,11,11
564,shiwoyishengzhongzuibangdeyitian。,是我一生中最棒的一天。,是我一生中最棒的一天。,是我一生中最棒的一天。,是我一生中最棒的一天。,是我一生中最棒的一天。,11,11,11,11,11
565,zhuyaozaishineigaoerfuqiuchangda。,主要在室内高尔夫球场打。,主要在室内高尔夫球场大。,主要在室内高尔夫球长大。,主要在室内高尔夫球长达。,主要在室内高尔夫球长发。,12,11,10,10,10
566,zhegefangjianyangguanghenchongzua。,这个房间阳光很充足啊。,这个房间阳光很充足啊。,这个房间阳光很充物啊。,这个房间阳光很充足啊。,这个房间阳光很充足啊。,11,11,10,11,11
567,wodelequanejiangxuejin。,我得了全额奖学金。,我的了圈额奖学金。,我的了圈额学金。,我的了全额奖学金。,我的了全额奖学金。,9,7,6,8,8
568,ninxiangbanhuoqicunkuan，haishidingqicunkuan？,您想办活期存款，还是定期存款？,您想伴或起存款，海市定期存款？,您想办国企存款，该市定期存款？,您相伴活期存款，还是定期存款？,您想包裹思忖款，还是定思忖款？,15,10,11,13,9
569,wozaibeijingzhanfujingongzuo。,我在北京站附近工作。,我在北京战附进工作。,我在北京县附进工作。,我在北京站附近工作。,我在北京站附近工作。,10,8,8,10,10
570,woxiangjinxingjumindengji。,我想进行居民登记。,我想进行居民登级。,我想进行居民等记。,我想进行居民登记。,我想进行居民登记。,9,8,8,9,9
571,geinintianmafanle，duibuqi。,给您添麻烦了，对不起。,给您天麻烦了，对不起。,给你号麻烦了，对不起。,给您添麻烦了，对不起。,给您条码到了，对不起。,11,10,9,11,8
572,qinggeiwogenzhegeyiyangdeyao。,请给我跟这个一样的药。,请给我跟这个一样的药。,请给我跟这个希望的药。,请给我跟这个一样的要。,请给我很这个一样的要。,11,11,9,10,9
573,zhegerenhaoxiangshixinzangmabi。,这个人好像是心脏麻痹。,这个人好像是心脏骂比。,这个人好像是阴阳那次。,这个人好像是心脏麻痹。,这个人好像是信仰麻痹。,11,9,7,11,9
574,maidezuihaodeshinageshangpin？,卖得最好的是哪个商品？,买的最好的是哪个商品？,买的最好的是哪个商品？,买的最好的是那个商品？,买的最高得失那个商品？,11,9,9,8,5
575,qinggeiwokanyixiahaoyidiandejiehunliwu。,请给我看一下好一点的结婚礼物。,请给我看一下好一点的结婚礼物。,请给我看一下一点的结果礼物。,请给我看一下好一点的结婚礼物。,请给我看一下好一点的结婚礼物。,15,15,13,15,15
576,zuijindechangxiaoshushishenme？,最近的畅销书是什么？,最近的畅销书是什么？,最近的长销术是什么？,最近的畅销书是什么？,最近的畅销书是什么？,10,10,8,10,10
577,baoxiangongsihuigeichulima？,保险公司会给处理吗？,保险公司会给处理吗？,保险公司会给出击吗？,保险公司会给出立马？,保险公司会给出立马？,10,10,8,7,7
578,zuotianwonainaiqushile。,昨天我奶奶去世了。,昨天我奶奶去世了。,昨天我奶卖入世了。,昨天我奶奶去世了。,昨天我奶奶去世了。,9,9,7,9,9
579,duibuqi，woyoudianmang。,对不起，我有点忙。,对不起，我有点忙。,对不起，我有点忙。,对不起，我有点忙。,对不起，我有点忙。,9,9,9,9,9
580,laweicainazhongbijiaohao？,辣味菜哪种比较好？,拉维采那种比较好？,拉维白那种比较好？,啦为菜那种比较好？,卡位才那种比较好？,9,5,5,6,5
581,zheshiweinupengyouzhunbeidejingxipaidui。,这是为女朋友准备的惊喜派对。,这是为奴朋友准备的惊系排队。,这是为女朋友准备的另一排对。,这是为怒朋友准备的惊喜排队。,这是为女朋友准备的惊喜排队。,14,10,11,11,12
582,yachitengdejiaobuliaodongxi。,牙齿疼得嚼不了东西。,牙齿滕的叫步料东西。,牙齿腾的脚不见东西。,牙齿疼的脚步了东西。,牙齿疼的脚步联动一。,10,5,6,7,4
583,shangkechidaolezenmeban？,上课迟到了怎么办？,上课吃到了怎么办？,上了吃饭了怎么办？,上课迟到了怎么办？,上课吃饭了怎么办？,9,8,6,9,7
584,woxiangbazhegebaoguojidaohanguo。,我想把这个包裹寄到韩国。,我想把这个包国际到韩国。,我想把这个包国际蛋韩国。,我想把这个包国际到韩国。,我想把这个办婚礼蛋糕果。,12,10,9,10,6
585,yiqianwuhuininle，duibuqi。,以前误会您了，对不起。,以前无会您了，对不起。,以前于悔民了，对不起。,以前误会您了，对不起。,以前误会您了，对不起。,11,10,8,11,11
586,tingshuolenajianshi，zhendejidongjile！,听说了那件事，真的激动极了！,听说了那件事，真的激动机了！,听说了那件事，真的激动机了！,听说了那件事，真的激动极了！,听说了吗教师，真的激动即可！,14,13,13,14,9
587,duibuqi，wochayiju。,对不起，我插一句。,对不起，我诧异句。,对不起，我诧疑句。,对不起，我差一句。,对不起，我查一路。,9,7,7,8,7
588,qingtianxiehaiguanshenbaodan。,请填写海关申报单。,青天谢海关肾保单。,青天这改还身报道。,请填写海关申报但。,请填写海关申报到。,9,4,2,8,8
589,woxihuanlangmanxijudianying。,我喜欢浪漫喜剧电影。,我喜欢浪漫戏剧电影。,我喜欢浪贸以率电影。,我喜欢浪漫喜剧电影。,我喜欢浪漫自觉高兴。,10,9,7,10,6
590,zhecixianghuodehaochengji。,这次想获得好成绩。,这次想获得好成绩。,这次想过得好成绩。,这次想获得好成绩。,这次想过得好成绩。,9,9,8,9,8
591,wobutaidong，ninbangwodianba。,我不太懂，您帮我点吧。,我不太懂，您帮我点吧。,我不太，您帮我店吧。,我不太懂，您帮我点吧。,我不太懂，您帮我点吧。,11,11,9,11,11
592,zhefengxinwoxiangjiguojiyoujian。,这封信我想寄国际邮件。,这封信我相继国际邮件。,这封信我想离婚际邮件。,这封信我想及国际邮件。,这封信我想及国际邮件。,11,9,9,10,10
593,zhegeduiqunianhuodeleguanjun。,这个队去年获得了冠军。,这个对去年获得了冠军。,这个对孙年获得了冠军。,这个对去年获得了冠军。,这个对去年获得了冠军。,11,10,9,10,10
594,suoyiwobushirangnixiaoxinlema？,所以我不是让你小心了吗？,所以我不是让你小心了吗？,所以我不是让你显音了吗？,所以我不是让你小心了吗？,所以我不是让你小心了吗？,12,12,10,12,12
595,qingbaerkuofujinjianyixia。,请把耳廓附近剪一下。,请把二靠附近见一下。,请巴尔论附近见一下。,请把耳廓附近见一下。,请把耳廓附近脸一下。,10,7,6,9,9
596,zhetanghuochequbeijingma？,这趟火车去北京吗？,这趟火车区北景吗？,这汤火车入北京吗？,这趟火车去北京吗？,这糖果憋屈北京吗？,9,7,7,9,5
597,namenkedemingeyijingmanle。,那门课的名额已经满了。,那门科的名额已经满了。,那闷克的民已经难了。,哪门课的名额已经满了。,纳闷了的名额已经满了。,11,10,6,10,8
598,tingshuotadeichongxinzhuyuan。,听说他得重新住院。,听说他的充心住院。,听说他非冲新祝院。,听说他得重新住院。,听说他得重新住院。,9,6,6,9,9
599,qushanghaideshoubanchejidianchufa？,去上海的首班车几点出发？,去上海的手板车几点出罚？,去上海的手报车离告处罚？,去上海的手班车几点出发？,去上海的手班车几点出发？,12,9,6,11,11
600,keyiyongyixiadianhuama？,可以用一下电话吗？,可以用一下电话吗？,可以用以下电话吗？,可以用一下电话吗？,可以用一下电话吗？,9,9,8,9,9
601,jintianzenmezhemewancailai？,今天怎么这么晚才来？,今天怎么这么晚才来？,今天怎么这么早摆来？,今天怎么这么晚才来？,今天怎么这么晚才来？,10,10,8,10,10
602,zhegexiangliaobushihewodekouwei。,这个香料不适合我的口味。,这个项料不适合我的口味。,这个项见不适合我的口味。,这个香料不适合我的口味。,这个香蕉不适合我的口味。,12,11,10,12,11
603,zhelishimianfeitingchechang。,这里是免费停车场。,这里是免费停车厂。,这几十年费停车长。,这里是免费停车场。,这里是免费停车场。,9,8,5,9,9
604,tadetuihaoxiangguzhele。,他的腿好像骨折了。,他的推好像骨折了。,他的腿高相骨折了。,他的腿好像骨折了。,他的腿好像骨折了。,9,8,7,9,9
605,duibuqi，woyifenqianyemeiyou。,对不起，我一分钱也没有。,对不起，我一分钱也没有。,对不起，我一分钱也没有。,对不起，我一分钱也没有。,对不起，我一分钱也没有。,12,12,12,12,12
606,woxiangbazhegejiaojuanxichulai。,我想把这个胶卷洗出来。,我想把这个角卷系出来。,我想把这个叫乱一出来。,我想把这个胶卷洗出来。,我想把这个交卷子出来。,11,9,8,11,9
607,chazidiaozaidishangle，qingzaigeiwoyige。,叉子掉在地上了，请再给我一个。,茶字掉在地上了，请再给我一个。,差异点在地上课，请再给我一个。,叉子掉在地上了，请再给我一个。,差一点在地上了，请再给我一个。,15,13,11,15,12
608,zidongqukuanjizainar？,自动取款机在哪儿？,自动取款机在纳？,移动去款机在哪瑟,自动取款机在哪儿？,移动取款机在哪儿？,9,7,5,9,8
609,qinggeiwokaiyifenruxuexuke。,请给我开一份入学许可。,请给我开一份入学许可。,请给我来自分去学许了。,请给我开一份入学许可。,请给我来细分入学娱乐。,11,11,6,11,6
610,name，womenquzhongyanggongyuanwanrba。,那么，我们去中央公园玩儿吧。,那么，我们去中央公园完吧。,那么，我们去中央宏园意撒啊。,那么，我们去中央公园玩儿吧。,那么，我们去中央公园玩怕啊。,14,12,10,14,12
611,tapeilepeiouyifanghenduojingshensunshifei。,他赔了配偶一方很多精神损失费。,她赔了配偶一方很多精神损失非。,她赔克配女子方很多精神损失非。,他陪了配偶一方很多精神损失费。,他陪了配偶西方很多精神损失费。,15,13,10,14,13
612,qingbafashaoxiujianyixia。,请把发梢修剪一下。,请巴发少休建一下。,请把大前逐见一下。,请把发烧修建一下。,请把发票逐渐一下。,9,5,5,7,6
613,shide，nideshengyinyezongshiduanduanxuxude。,是的，你的声音也总是断断续续的。,是的，你的声音也总是短断续续的。,是的，你的声音也总是短断续续的。,使得，你的声音也总是断断续续的。,使得，你的声音也总是断断续续的。,16,15,15,14,14
614,zheciwoqingke，xiaciniqingke。,这次我请客，下次你请客。,这次我情课，下次你情客。,这次我死了，咋病你情了。,这次我请客，下次你请客。,这次我请客，下次你请客。,12,9,6,12,12
615,wobushiyaoshanghainindeganqing。,我不是要伤害您的感情。,我不是要上海您的感情。,我不是要上害民的感情。,我不是要上海您的感情。,我不是要上海您的感情。,11,9,9,9,9
616,tongguoshurentuijianbaodeming。,通过熟人推荐报的名。,通过输人推荐包的命。,通过叔人推荐板的秘密。,通过熟人推荐保德名。,通过熟人推荐暴风你。,10,7,6,8,7
617,a，duibuqi，woyixiazigeiwangle，yuelebieren。,啊，对不起，我一下子给忘了，约了别人。,啊，对不起，我一下子给忘了，越了别人。,啊，对不起，我一下子忘了，约了别人。,啊，对不起，我一下子给忘了，月了别人。,啊，对不起，我一下子给忘了，月了别人。,19,18,18,18,18
618,yourenzuozaiwodeweizishangle。,有人坐在我的位子上了。,有人坐在我的胃子上了。,有人坐在我的唯一上了。,有人坐在我的位子上了。,有人坐在我的位子上了。,11,10,9,11,11
619,hetadejiehunshenghuobushunli。,和他的结婚生活不顺利。,和他的结婚生活不顺利。,和他的结果生活不顺利。,和他的结婚生活不顺利。,和他的结果生活不顺利。,11,11,10,11,10
620,woxiangjideyuekuaiyuehao。,我想寄得越快越好。,我相记得越快越好。,我想记得越快越好。,我想记得越快越好。,我想记得血块雪糕。,9,7,8,8,4
621,najianshiqingnizhemezuo。,那件事请你这么做。,那间事请你这么做。,那件事四你这么做。,那件事情你这么做。,那件事情你这么做。,9,8,8,8,8
622,xianzaizhengzaigaojingxidazhe。,现在正在搞惊喜打折。,现在正在高惊系打者。,现在正在干净一大泄。,现在正在搞惊喜打折。,现在正在搞惊喜打折。,10,7,5,10,10
623,wogeininjieshaoyixiagewei。,我给您介绍一下各位。,我给您介绍一下各位。,我给您介绍一下各位。,我给您介绍一下各位。,我给您介绍一下各位。,10,10,10,10,10
624,jintianguafeng，chuanzoubuliaole。,今天刮风，船走不了了。,今天瓜风，传走不料了。,今天话等，穿有不见了。,今天刮风，穿走不了了。,今天画风，穿又不了了。,11,8,6,10,8
625,qingbaxinglifangdaozheshangbian。,请把行李放到这上边。,请把行李放到者商边。,请把英李放到这商标。,请吧行李放到这上边。,请吧行李放到这商标。,10,8,7,9,7
626,zhecixiujiawoxiangquzhongguo。,这次休假我想去中国。,这次休假我想去中国。,这次休家我想去中国。,这次休假我想去中国。,这次休假我想去中国。,10,10,9,10,10
627,hao，xianzaikeyizhaolema？,好，现在可以照了吗？,好，现在可以找了吗？,好，现在可以笑了吗？,好，现在可以找了吗？,好，现在可以找了吗？,10,9,9,9,9
628,zhebiandeshixinchanpinma？,这边的是新产品吗？,这边的是新产品吗？,这边的是新产品吗？,这边的是新产品吗？,这边的是新产品吗？,9,9,9,9,9
629,womendeaiyongyuanbuhuibian。,我们的爱永远不会变。,我们的爱永远不会变。,我们的爱永远不会变。,我们的爱永远不会变。,我们的爱永远不会变。,10,10,10,10,10
630,nindeguligeilewohendadezhichi。,您的鼓励给了我很大的支持。,您的怪励给了我很大的支持。,您的鼓励给了我很大的支持。,您的鼓励给了我很大的支持。,您的鼓励给了我很大的支持。,13,12,13,13,13
631,womendadu，zenmeyang？,我们打赌，怎么样？,我们大学，怎么样？,我们大夫，怎么样？,我们大都，怎么样？,我们大幅，怎么样？,9,7,7,7,7
632,ninshixiandadianhuayuyuelema？,您事先打电话预约了吗？,您是现打电话愉约了吗？,您是找打电话愉约了吗？,您实现打电话预约了吗？,您实现打电话预约了吗？,11,8,8,9,9
633,qubeijingdemobanchegangcaichufale。,去北京的末班车刚才出发了。,去北京的莫板车刚才出发了。,苏北京的磨把个刚才出发了。,去北京的末班车刚才出发了。,去北京的末班车刚才出发了。,13,11,9,13,13
634,youshijianwomenjiangemianba。,有时间我们见个面吧。,有时间我们见个面吧。,有时间我们见个面吧。,有时间我们件个面吧。,有时间我们件很好吧。,10,10,10,9,7
635,dianziyoujianfabuchuqu。,电子邮件发不出去。,电子邮件发不出去。,电子邮较发不出去。,电子邮件发不出去。,电子邮件发不出去。,9,9,8,9,9
636,nenggeiwozulinhetongma？,能给我租赁合同吗？,能给我租赁合同吗？,能给我与令多你吗？,能给我租赁合同吗？,能给我与净度尼玛？,9,9,5,9,4
637,qingkaojinyidian，douzhaobujinlai。,请靠近一点，都照不进来。,请靠近一点，斗着不进来。,请看近一点，斗着不进来。,请靠近一点，都找不进来。,请靠近一点，都找不进来。,12,10,9,11,11
638,ninyougudingdemeifashima？,您有固定的美发师吗？,您有固定的美法是吗？,您有固定的没法师吗？,您有固定的没法是吗？,您有固定的没法是吗？,10,8,8,7,7
639,yejiushishuo，qingninzaikaoluyixiawodechengji。,也就是说，请您再考虑一下我的成绩。,也就是说，请您在考路一下我的成绩。,也就是说，请您在考虑一下我的成绩。,也就是说，请您在烤炉一下我的成绩。,也就是说，请您在考虑一下我的成绩。,17,15,16,14,16
